concept_code,target_concept_code,concept_tier,target_tier,n11,n10,n01,n00,support_both,odds_ratio,log_odds_ratio,phi,p_target_given_code,p_target_given_no_code,n_code_before_target_final,n_target_before_code_final
30103-conditionsrisks-3,30183-states_specify-39,2,2,0,108,7,610,0.0,0.37511520737327186,-0.980522080531965,-0.041310085478179624,0.0,0.011345218800648298,108,7
30103-conditionsrisks-3,30183-states_specify-40,2,2,0,108,1,616,0.0,1.8940092165898617,0.638695860955775,-0.015548912249823977,0.0,0.0016207455429497568,108,1
30103-conditionsrisks-3,30183-states_specify-41,2,2,0,108,1,616,0.0,1.8940092165898617,0.638695860955775,-0.015548912249823977,0.0,0.0016207455429497568,108,1
30103-conditionsrisks-3,30183-states_specify-42,2,2,2,106,9,608,0.002758620689655172,1.5035829009142574,0.4078508605457619,0.011452528549751716,0.018518518518518517,0.014586709886547812,106,9
30103-conditionsrisks-3,30183-states_specify-45,2,2,1,107,1,616,0.001379310344827586,5.734883720930233,1.7465674750366815,0.05185363138917556,0.009259259259259259,0.0016207455429497568,107,1
30103-conditionsrisks-3,30183-states_specify-50,2,2,0,108,2,615,0.0,1.1345622119815668,0.1262468602098936,-0.022004684440200237,0.0,0.0032414910858995136,108,2
30103-conditionsrisks-3,30183-states_specify-52,2,2,0,108,1,616,0.0,1.8940092165898617,0.638695860955775,-0.015548912249823977,0.0,0.0016207455429497568,108,1
30103-conditionsrisks-3,30183-states_specify-6,2,2,0,108,4,613,0.0,0.6282642089093702,-0.4647944861657675,-0.03116245461681746,0.0,0.006482982171799027,108,4
30103-conditionsrisks-3,30183-states_specify-9,2,2,0,108,10,607,0.0,0.2666227781435155,-1.3219204354892338,-0.04947847149820044,0.0,0.01620745542949757,108,10
30103-conditionsrisks-3,30183-states_specify-999,2,2,0,108,0,617,0.0,5.691244239631336,1.738928895521618,,0.0,0.0,108,0
30103-conditionsrisks-3,31344-devices_own-1,2,2,70,26,450,126,0.10416666666666667,0.7470316001088937,-0.2916477920547712,-0.04356343970983268,0.7291666666666666,0.78125,26,450
30103-conditionsrisks-3,31344-devices_own-2,2,2,49,47,252,324,0.07291666666666667,1.3392600312662846,0.29211724596277927,0.0513101710688231,0.5104166666666666,0.4375,47,252
30103-conditionsrisks-3,31344-devices_own-3,2,2,85,11,524,52,0.12648809523809523,0.7441870104032826,-0.29546291766526367,-0.02917920730216057,0.8854166666666666,0.9097222222222222,11,524
30103-conditionsrisks-3,31344-devices_own-4,2,2,10,86,50,526,0.01488095238095238,1.2655525668173753,0.23550883851836002,0.021304583023538066,0.10416666666666667,0.08680555555555555,86,50
30103-conditionsrisks-3,31344-devices_own-5,2,2,21,75,67,509,0.03125,2.1494726514594062,0.7652225336629334,0.10624992369298654,0.21875,0.11631944444444445,75,67
30103-conditionsrisks-3,31344-devices_own-999,2,2,1,95,6,570,0.001488095238095238,1.3785743052758759,0.32104985302201866,0.0,0.010416666666666666,0.010416666666666666,95,6
30103-conditionsrisks-3,31346-past12mo_tech-1,2,2,64,32,375,201,0.09523809523809523,1.0649800266311584,0.06295604464858322,0.0114883236913445,0.6666666666666666,0.6510416666666666,32,375
30103-conditionsrisks-3,31346-past12mo_tech-2,2,2,39,57,202,374,0.05803571428571429,1.2704455179817498,0.2393676405144517,0.04053472180645127,0.40625,0.3506944444444444,57,202
30103-conditionsrisks-3,31346-past12mo_tech-3,2,2,29,67,215,361,0.043154761904761904,0.7331270946120134,-0.3104362024776931,-0.05179542892263772,0.3020833333333333,0.3732638888888889,67,215
30103-conditionsrisks-3,31346-past12mo_tech-4,2,2,23,73,130,446,0.03422619047619048,1.0939348919644487,0.089781188485128,0.011590040871246522,0.23958333333333334,0.22569444444444445,73,130
30103-conditionsrisks-3,31346-past12mo_tech-5,2,2,39,57,139,437,0.05803571428571429,2.154433535920212,0.7675278286400201,0.13078998937038136,0.40625,0.24131944444444445,57,139
30103-conditionsrisks-3,31346-past12mo_tech-6,2,2,8,88,42,534,0.011904761904761904,1.207909604519774,0.18889126601711562,0.01388978203630558,0.08333333333333333,0.07291666666666667,88,42
30103-conditionsrisks-3,31346-past12mo_tech-998,2,2,12,84,99,477,0.017857142857142856,0.709910499241771,-0.3426163742986349,-0.04417181239175657,0.125,0.171875,84,99
30103-conditionsrisks-3,31346-past12mo_tech-999,2,2,1,95,5,571,0.001488095238095238,1.6320799619228938,0.48985525161791993,0.006458202152434404,0.010416666666666666,0.008680555555555556,95,5
30103-conditionsrisks-3,31350-healthdevice_type-1,2,2,2,94,14,562,0.002976190476190476,1.026272577996716,0.025933382026504442,-0.007969708913291728,0.020833333333333332,0.024305555555555556,94,14
30103-conditionsrisks-3,31350-healthdevice_type-2,2,2,4,92,13,563,0.005952380952380952,2.0306306306306308,0.7083464002933418,0.042557092497468016,0.041666666666666664,0.022569444444444444,92,13
30103-conditionsrisks-3,31350-healthdevice_type-3,2,2,2,94,3,573,0.002976190476190476,4.334845049130763,1.4666858654485153,0.06362370636794121,0.020833333333333332,0.005208333333333333,94,3
30103-conditionsrisks-3,31350-healthdevice_type-4,2,2,2,94,3,573,0.002976190476190476,4.334845049130763,1.4666858654485153,0.06362370636794121,0.020833333333333332,0.005208333333333333,94,3
30103-conditionsrisks-3,31350-healthdevice_type-5,2,2,2,94,3,573,0.002976190476190476,4.334845049130763,1.4666858654485153,0.06362370636794121,0.020833333333333332,0.005208333333333333,94,3
30103-conditionsrisks-3,31350-healthdevice_type-6,2,2,0,96,2,574,0.0,1.1906735751295336,0.17451917650976972,-0.022304986837273527,0.0,0.003472222222222222,96,2
30103-conditionsrisks-3,31350-healthdevice_type-999,2,2,0,96,1,575,0.0,1.987910189982729,0.6870839311488874,-0.015760250451281974,0.0,0.001736111111111111,96,1
30103-conditionsrisks-3,31356-past12_recommended-1,2,2,48,48,360,216,0.07142857142857142,0.6005547850208044,-0.5099014092824593,-0.08956221510397981,0.5,0.625,48,360
30103-conditionsrisks-3,31356-past12_recommended-2,2,2,31,65,235,341,0.046130952380952384,0.6973792969319784,-0.3604258312552465,-0.060871866654721926,0.3229166666666667,0.4079861111111111,65,235
30103-conditionsrisks-3,31356-past12_recommended-3,2,2,16,80,141,435,0.023809523809523808,0.6308408138182297,-0.4607017243087177,-0.06460757610843051,0.16666666666666666,0.24479166666666666,80,141
30103-conditionsrisks-3,31356-past12_recommended-4,2,2,63,33,222,354,0.09375,3.0200570182793895,1.1052757114335126,0.19176575765019557,0.65625,0.3854166666666667,33,222
30103-conditionsrisks-3,31356-past12_recommended-998,2,2,7,89,97,479,0.010416666666666666,0.4121186076493339,-0.8864440884188536,-0.09238388610803973,0.07291666666666667,0.1684027777777778,89,97
30103-conditionsrisks-3,31356-past12_recommended-999,2,2,2,94,11,565,0.002976190476190476,1.300897170462388,0.26305415756142886,0.004410725102974606,0.020833333333333332,0.019097222222222224,94,11
30103-conditionsrisks-3,31386-covid_results-1,2,2,4,92,30,546,0.005952380952380952,0.8716880815241471,-0.1373236237388781,-0.016631285821619393,0.041666666666666664,0.052083333333333336,92,30
30103-conditionsrisks-3,31386-covid_results-2,2,2,89,7,545,31,0.1324404761904762,0.6890925756186984,-0.3723796547029932,-0.02893214498144018,0.9270833333333334,0.9461805555555556,7,545
30103-conditionsrisks-3,31386-covid_results-3,2,2,0,96,5,571,0.0,0.5383890720678285,-0.6191737979084455,-0.035346503537745114,0.0,0.008680555555555556,96,5
30103-conditionsrisks-3,31386-covid_results-4,2,2,0,96,0,576,0.0,5.974093264248705,1.7874323313641736,,0.0,0.0,96,0
30103-conditionsrisks-3,31386-covid_results-5,2,2,4,92,7,569,0.005952380952380952,3.694054054054054,1.3067245146028665,0.08139096991090375,0.041666666666666664,0.012152777777777778,92,7
30103-conditionsrisks-3,31386-covid_results-999,2,2,1,95,3,573,0.001488095238095238,2.573672400897532,0.9453338286955372,0.02369340088524613,0.010416666666666666,0.005208333333333333,95,3
30103-conditionsrisks-3,31393-join_why-1,2,2,56,40,289,287,0.08333333333333333,1.3854239962472548,0.32600622726425704,0.05712665681465963,0.5833333333333334,0.5017361111111112,40,289
30103-conditionsrisks-3,31393-join_why-2,2,2,62,34,403,173,0.09226190476190477,0.778963058743243,-0.24979165561804786,-0.040791945570211686,0.6458333333333334,0.6996527777777778,34,403
30103-conditionsrisks-3,31393-join_why-3,2,2,57,39,309,267,0.08482142857142858,1.2581542299748472,0.22964575010763905,0.04025659688334706,0.59375,0.5364583333333334,39,309
30103-conditionsrisks-3,31393-join_why-4,2,2,38,58,191,385,0.05654761904761905,1.3248309566847425,0.28128487143861114,0.047424907729609896,0.3958333333333333,0.3315972222222222,58,191
30103-conditionsrisks-3,31393-join_why-5,2,2,50,46,318,258,0.0744047619047619,0.8814334666869229,-0.1262057573757307,-0.021970309693064256,0.5208333333333334,0.5520833333333334,46,318
30103-conditionsrisks-3,31393-join_why-6,2,2,38,58,256,320,0.05654761904761905,0.8223288515686177,-0.19561490119417171,-0.034289633324909315,0.3958333333333333,0.4444444444444444,58,256
30103-conditionsrisks-3,31393-join_why-7,2,2,2,94,9,567,0.002976190476190476,1.580339738234475,0.45763984812352054,0.014363112337218308,0.020833333333333332,0.015625,94,9
30103-conditionsrisks-3,31393-join_why-8,2,2,0,96,0,576,0.0,5.974093264248705,1.7874323313641736,,0.0,0.0,96,0
30103-conditionsrisks-3,31393-join_why-9,2,2,4,92,6,570,0.005952380952380952,4.26985446985447,1.4515797446584333,0.09031666345633677,0.041666666666666664,0.010416666666666666,92,6
30103-conditionsrisks-3,31393-join_why-999,2,2,0,96,1,575,0.0,1.987910189982729,0.6870839311488874,-0.015760250451281974,0.0,0.001736111111111111,96,1
30103-conditionsrisks-3,31396-join_hear-1,2,2,37,59,177,399,0.05505952380952381,1.4185110663983904,0.34960777671564,0.05868096713039733,0.3854166666666667,0.3072916666666667,59,177
30103-conditionsrisks-3,31396-join_hear-2,2,2,42,54,268,308,0.0625,0.8959902960723011,-0.10982569634230414,-0.019498860187834702,0.4375,0.4652777777777778,54,268
30103-conditionsrisks-3,31396-join_hear-3,2,2,5,91,33,543,0.00744047619047619,0.9752059375254873,-0.025106612312806986,-0.00789058499493823,0.052083333333333336,0.057291666666666664,91,33
30103-conditionsrisks-3,31396-join_hear-4,2,2,0,96,16,560,0.0,0.17600879258910346,-1.7372213272992059,-0.06375767130633382,0.0,0.027777777777777776,96,16
30103-conditionsrisks-3,31396-join_hear-5,2,2,2,94,14,562,0.002976190476190476,1.026272577996716,0.025933382026504442,-0.007969708913291728,0.020833333333333332,0.024305555555555556,94,14
30103-conditionsrisks-3,31396-join_hear-6,2,2,20,76,114,462,0.02976190476190476,1.0824271484430745,0.07920587927005794,0.009122882644092846,0.20833333333333334,0.19791666666666666,76,114
30103-conditionsrisks-3,31396-join_hear-7,2,2,4,92,31,545,0.005952380952380952,0.8424710424710424,-0.17141598830056734,-0.01913897505877382,0.041666666666666664,0.05381944444444445,92,31
30103-conditionsrisks-3,31396-join_hear-999,2,2,0,96,1,575,0.0,1.987910189982729,0.6870839311488874,-0.015760250451281974,0.0,0.001736111111111111,96,1
30103-conditionsrisks-3,31405-skipped_why-1,2,2,3,93,7,569,0.004464285714285714,2.8424242424242423,1.0446572945456987,0.05519351655665025,0.03125,0.012152777777777778,93,7
30103-conditionsrisks-3,31405-skipped_why-2,2,2,1,95,21,555,0.001488095238095238,0.405820041397784,-0.9018454654324526,-0.05120915564991892,0.010416666666666666,0.036458333333333336,95,21
30103-conditionsrisks-3,31405-skipped_why-3,2,2,3,93,12,564,0.004464285714285714,1.6904812834224598,0.5250132714821879,0.024674440339920174,0.03125,0.020833333333333332,93,12
30103-conditionsrisks-3,31405-skipped_why-4,2,2,89,7,525,51,0.1324404761904762,1.1694893751982238,0.1565672220912295,0.01947012330338331,0.9270833333333334,0.9114583333333334,7,525
30103-conditionsrisks-3,31405-skipped_why-5,2,2,0,96,12,564,0.0,0.2339896373056995,-1.4524784496234242,-0.05504818825631803,0.0,0.020833333333333332,96,12
30103-conditionsrisks-3,32588-Symptoms_Ill_1,2,2,4,104,9,608,0.005517241379310344,2.7582472928733317,1.0145954391924952,0.060237294927716636,0.037037037037037035,0.014586709886547812,104,9
30103-conditionsrisks-3,32589-Symptoms_Ill_2,2,2,0,108,0,617,0.0,5.691244239631336,1.738928895521618,,0.0,0.0,108,0
30103-conditionsrisks-3,32590-Symptoms_Ill_3,2,2,6,102,18,599,0.008275862068965517,2.05497692814766,0.7202646207064184,0.05250489340777714,0.05555555555555555,0.029173419773095625,102,18
30103-conditionsrisks-3,32591-Symptoms_Ill_4,2,2,3,105,4,613,0.004137931034482759,4.522906793048973,1.5091548829539387,0.07753837472690064,0.027777777777777776,0.006482982171799027,105,4
30103-conditionsrisks-3,32592-Symptoms_Ill_5,2,2,8,100,19,598,0.011034482758620689,2.5958668197474166,0.953920495425467,0.08138253298502462,0.07407407407407407,0.03079416531604538,100,19
30103-conditionsrisks-3,32593-Symptoms_Ill_6,2,2,11,97,69,548,0.015172413793103448,0.9308614646744143,-0.0716448154900586,-0.01134076456957986,0.10185185185185185,0.11183144246353323,97,69
30103-conditionsrisks-3,32594-Symptoms_Ill_7,2,2,8,100,35,582,0.011034482758620689,1.387779412795179,0.32770492495562586,0.02615031708166091,0.07407407407407407,0.05672609400324149,100,35
30103-conditionsrisks-3,32595-Symptoms_Ill_8,2,2,7,101,13,604,0.009655172413793104,3.308702791461412,1.1965562066708864,0.0950986918626067,0.06481481481481481,0.02106969205834684,101,13
30103-conditionsrisks-3,32596-Symptoms_Ill_9,2,2,3,105,12,605,0.004137931034482759,1.6070142180094786,0.47437793426413827,0.02083357111741398,0.027777777777777776,0.019448946515397084,105,12
30103-conditionsrisks-3,32597-Symptoms_Ill_10,2,2,21,87,68,549,0.028965517241379312,1.9710948905109489,0.6785891703455448,0.09139386026620086,0.19444444444444445,0.11021069692058347,87,68
30103-conditionsrisks-3,32598-Symptoms_Ill_11,2,2,8,100,26,591,0.011034482758620689,1.8878250258143245,0.6354253864234053,0.05378221464663751,0.07407407407407407,0.04213938411669368,100,26
30103-conditionsrisks-3,32599-Symptoms_Ill_12,2,2,18,90,90,527,0.02482758620689655,1.1915081957205214,0.17521989602273982,0.020799567801188548,0.16666666666666666,0.1458670988654781,90,90
30103-conditionsrisks-3,32600-Symptoms_Ill_13,2,2,8,100,13,604,0.011034482758620689,3.787175234936429,1.3316204206076039,0.112530502502548,0.07407407407407407,0.02106969205834684,100,13
30103-conditionsrisks-3,32601-Symptoms_Ill_14,2,2,3,105,6,611,0.004137931034482759,3.121035362741524,1.1381647938048824,0.058054167509728076,0.027777777777777776,0.009724473257698542,105,6
30103-conditionsrisks-3,32602-Symptoms_Ill_15,2,2,6,102,7,610,0.008275862068965517,5.161951219512195,1.6413146513316232,0.11862237356754894,0.05555555555555555,0.011345218800648298,102,7
30103-conditionsrisks-3,32603-Symptoms_Ill_16,2,2,6,102,12,605,0.008275862068965517,3.0718048780487806,1.12226529700802,0.08262190491999645,0.05555555555555555,0.019448946515397084,102,12
30103-conditionsrisks-3,32604-Symptoms_Ill_17,2,2,7,101,29,588,0.009655172413793104,1.4740753110127744,0.38803088541498,0.029196809609085817,0.06481481481481481,0.04700162074554295,101,29
30103-conditionsrisks-3,32605-Symptoms_Ill_18,2,2,1,107,4,613,0.001379310344827586,1.9023255813953488,0.6430771279151389,0.011944446189433057,0.009259259259259259,0.006482982171799027,107,4
30103-conditionsrisks-3,32606-Symptoms_Ill_19,2,2,1,107,1,616,0.001379310344827586,5.734883720930233,1.7465674750366815,0.05185363138917556,0.009259259259259259,0.0016207455429497568,107,1
30103-conditionsrisks-3,32607-Symptoms_Ill_20,2,2,0,108,0,617,0.0,5.691244239631336,1.738928895521618,,0.0,0.0,108,0
30103-conditionsrisks-3,32608-Symptoms_Ill_21,2,2,11,97,84,533,0.015172413793103448,0.7446821423152784,-0.2947978062559172,-0.03618259135271281,0.10185185185185185,0.13614262560777957,97,84
30103-conditionsrisks-3,32609-Symptoms_Ill_22,2,2,0,108,0,617,0.0,5.691244239631336,1.738928895521618,,0.0,0.0,108,0
30103-conditionsrisks-3,32610-Symptoms_Ill_23,2,2,8,100,20,597,0.011034482758620689,2.4651134571047204,0.9022378336584436,0.07697852713808839,0.07407407407407407,0.03241491085899514,100,20
30103-conditionsrisks-3,32611-Symptoms_Ill_24,2,2,0,108,2,615,0.0,1.1345622119815668,0.1262468602098936,-0.022004684440200237,0.0,0.0032414910858995136,108,2
30103-conditionsrisks-3,32612-Symptoms_Ill_25,2,2,9,99,62,555,0.012413793103448275,0.8486030150753768,-0.16416379322072314,-0.020548197064645782,0.08333333333333333,0.10048622366288493,99,62
30103-conditionsrisks-3,32613-Symptoms_Ill_26,2,2,4,104,22,595,0.005517241379310344,1.139712918660287,0.13077640495638868,0.0026436752531927097,0.037037037037037035,0.03565640194489465,104,22
30103-conditionsrisks-3,32614-Symptoms_Ill_27,2,2,0,108,2,615,0.0,1.1345622119815668,0.1262468602098936,-0.022004684440200237,0.0,0.0032414910858995136,108,2
30103-conditionsrisks-3,32615-Symptoms_Ill_28,2,2,1,107,3,614,0.001379310344827586,2.4498338870431895,0.8960202210511684,0.02113564630260999,0.009259259259259259,0.004862236628849271,107,3
30103-conditionsrisks-3,32616-Symptoms_Ill_29,2,2,5,103,17,600,0.006896551724137931,1.823464458247067,0.6007382401235714,0.03890621439727027,0.046296296296296294,0.027552674230145867,103,17
30103-conditionsrisks-3,32617-Symptoms_Ill_30,2,2,5,103,6,611,0.006896551724137931,4.999256781865477,1.609289257758637,0.1065260002891028,0.046296296296296294,0.009724473257698542,103,6
30103-conditionsrisks-3,32618-Symptoms_Ill_999,2,2,0,108,0,617,0.0,5.691244239631336,1.738928895521618,,0.0,0.0,108,0
30103-conditionsrisks-3,bin_30106-currently_pregnant,2,2,0,117,12,648,0.0,0.22076595744680852,-1.5106521546959157,-0.05273280443046439,0.0,0.01818181818181818,117,12
30103-conditionsrisks-3,bin_30107-alcohol_consume,2,2,69,47,413,238,0.08996088657105607,0.8439254120791702,-0.16969116260519912,-0.0293467813964761,0.5948275862068966,0.6344086021505376,47,413
30103-conditionsrisks-3,bin_30117-Deaf,2,2,0,117,10,653,0.0,0.26484295845997974,-1.32861823824336,-0.04787301767423468,0.0,0.015082956259426848,117,10
30103-conditionsrisks-3,bin_30118-Blind,2,2,3,115,4,660,0.0038363171355498722,4.447811447811448,1.4924121657196259,0.07372566072241034,0.025423728813559324,0.006024096385542169,115,4
30103-conditionsrisks-3,bin_30119-Concentrating,2,2,7,110,32,624,0.009055627425614488,1.3042116254785938,0.2655987398143978,0.018091337192099554,0.05982905982905983,0.04878048780487805,110,32
30103-conditionsrisks-3,bin_30120-Walking,2,2,14,103,30,634,0.01792573623559539,2.9144689950106915,1.0696876402621813,0.11527665780873389,0.11965811965811966,0.045180722891566265,103,30
30103-conditionsrisks-3,bin_30121-Dressing,2,2,1,117,9,655,0.0012787723785166241,0.8808510638297873,-0.12686672087878983,-0.016182640211428418,0.00847457627118644,0.01355421686746988,117,9
30103-conditionsrisks-3,bin_30122-Errands,2,2,3,115,15,645,0.0038560411311053984,1.2619745845552297,0.232677624895016,0.0064337365688109755,0.025423728813559324,0.022727272727272728,115,15
30103-conditionsrisks-3,bin_30123-ColorBlind,2,2,1,114,7,649,0.0012970168612191958,1.1344978165938864,0.12619010068225944,-0.006943495623058408,0.008695652173913044,0.010670731707317074,114,7
30103-conditionsrisks-3,bin_31401-research_before,2,2,30,65,141,432,0.04491017964071856,1.4232730019151405,0.3529591502608015,0.055795145832526045,0.3157894736842105,0.24607329842931938,65,141
30103-conditionsrisks-3,target_athome_positive,2,2,6,101,35,557,0.008583690987124463,1.0056893082633733,0.0056731852726531,-0.0046687400289625045,0.056074766355140186,0.05912162162162162,101,35
30103-conditionsrisks-3,target_pcr_positive,2,2,10,60,46,437,0.018083182640144666,1.6328978938949614,0.4903562853310405,0.05248450224543378,0.14285714285714285,0.09523809523809523,60,46
30103-conditionsrisks-4,30103-conditionsrisks-10,2,2,1,136,13,633,0.001277139208173691,0.5156695156695157,-0.66228919220004,-0.0367698731149885,0.0072992700729927005,0.020123839009287926,136,13
30103-conditionsrisks-4,30103-conditionsrisks-13,2,2,15,122,51,595,0.019157088122605363,1.4630869823657617,0.3805485750660835,0.04176744962802449,0.10948905109489052,0.07894736842105263,122,51
30103-conditionsrisks-4,30103-conditionsrisks-14,2,2,32,105,77,569,0.04086845466155811,2.2637211435560314,0.8170099829475063,0.12554213122472724,0.23357664233576642,0.11919504643962849,105,77
30103-conditionsrisks-4,30103-conditionsrisks-15,2,2,0,137,2,644,0.0,0.9374545454545454,-0.06458700716148431,-0.0233041627955054,0.0,0.0030959752321981426,137,2
30103-conditionsrisks-4,30103-conditionsrisks-16,2,2,4,133,10,636,0.005108556832694764,2.043338683788122,0.7145850797699533,0.03932918586924761,0.029197080291970802,0.015479876160990712,133,10
30103-conditionsrisks-4,30103-conditionsrisks-17,2,2,3,134,24,622,0.0038314176245210726,0.6611789697291556,-0.41373071975834447,-0.03176248303473329,0.021897810218978103,0.03715170278637771,134,24
30103-conditionsrisks-4,30103-conditionsrisks-19,2,2,6,131,20,626,0.007662835249042145,1.5106185662617082,0.41251921347553266,0.02721868722480591,0.043795620437956206,0.030959752321981424,131,20
30103-conditionsrisks-4,30103-conditionsrisks-2,2,2,22,115,34,612,0.0280970625798212,3.458498023715415,1.2408343976300942,0.15916496402850447,0.16058394160583941,0.05263157894736842,115,34
30103-conditionsrisks-4,30103-conditionsrisks-20,2,2,0,137,345,301,0.0,0.0031732666754374426,-5.752993724707055,-0.4087111792267707,0.0,0.5340557275541795,137,345
30103-conditionsrisks-4,30103-conditionsrisks-22,2,2,3,134,8,638,0.0038314176245210726,1.9547343100809096,0.6702542814297974,0.03071358813735933,0.021897810218978103,0.01238390092879257,134,8
30103-conditionsrisks-4,30103-conditionsrisks-23,2,2,1,136,0,646,0.001277139208173691,14.208791208791208,2.653860872255007,0.07765199159988591,0.0072992700729927005,0.0,136,0
30103-conditionsrisks-4,30103-conditionsrisks-3,2,2,51,86,67,579,0.06513409961685823,5.111410832798116,1.631475458633179,0.28519768588439326,0.3722627737226277,0.10371517027863777,86,67
30103-conditionsrisks-4,30103-conditionsrisks-5,2,2,7,130,10,636,0.008939974457215836,3.4838533114395185,1.2481389546135002,0.09284762961222949,0.051094890510948905,0.015479876160990712,130,10
30103-conditionsrisks-4,30103-conditionsrisks-6,2,2,0,137,1,645,0.0,1.564848484848485,0.4477890045119616,-0.01646799202660119,0.0,0.0015479876160990713,137,1
30103-conditionsrisks-4,30103-conditionsrisks-7,2,2,1,136,3,643,0.001277139208173691,2.020408163265306,0.7032995520239632,0.014151178046955544,0.0072992700729927005,0.0046439628482972135,136,3
30103-conditionsrisks-4,30103-conditionsrisks-8,2,2,2,135,14,632,0.002554278416347382,0.8048097722356534,-0.2171493372704539,-0.01899503584044117,0.014598540145985401,0.021671826625386997,135,14
30103-conditionsrisks-4,30103-conditionsrisks-9,2,2,10,127,38,608,0.01277139208173691,1.3016042780748662,0.26359756369884013,0.02244174925842943,0.072992700729927,0.058823529411764705,127,38
30103-conditionsrisks-4,30103-conditionsrisks-999,2,2,0,137,18,628,0.0,0.12353808353808354,-2.091205801720548,-0.0706398160355963,0.0,0.02786377708978328,137,18
30103-conditionsrisks-4,30138-COVID_Why-1,2,2,22,108,75,520,0.030344827586206897,1.4296395764030885,0.35742236802990474,0.04865759270877491,0.16923076923076924,0.12605042016806722,108,75
30103-conditionsrisks-4,30138-COVID_Why-2,2,2,15,115,51,544,0.020689655172413793,1.418862690707351,0.3498556286666774,0.039567431191639565,0.11538461538461539,0.08571428571428572,115,51
30103-conditionsrisks-4,30138-COVID_Why-3,2,2,11,119,25,570,0.015172413793103448,2.153006809418328,0.7668653811353888,0.07522538144190309,0.08461538461538462,0.04201680672268908,119,25
30103-conditionsrisks-4,30138-COVID_Why-4,2,2,4,126,20,575,0.005517241379310344,0.9986503422346477,-0.0013505693737259961,-0.006098568299566401,0.03076923076923077,0.03361344537815126,126,20
30103-conditionsrisks-4,30138-COVID_Why-5,2,2,10,120,27,568,0.013793103448275862,1.8013579781214637,0.5885408127508331,0.054987577384246734,0.07692307692307693,0.0453781512605042,120,27
30103-conditionsrisks-4,30138-COVID_Why-999,2,2,0,130,3,592,0.0,0.6486042692939245,-0.43293250280877515,-0.030130422521452628,0.0,0.005042016806722689,130,3
30103-conditionsrisks-4,30141-covid_tst_symptoms-1,2,2,3,127,5,590,0.004137931034482759,2.9472370766488414,1.080868147295879,0.053884161755753106,0.023076923076923078,0.008403361344537815,127,5
30103-conditionsrisks-4,30141-covid_tst_symptoms-10,2,2,13,117,40,555,0.01793103448275862,1.575886524822695,0.4548179868273613,0.04829756474209869,0.1,0.06722689075630252,117,40
30103-conditionsrisks-4,30141-covid_tst_symptoms-11,2,2,5,125,23,572,0.006896551724137931,1.0676443163516147,0.06545464794486801,-0.00038606967972585433,0.038461538461538464,0.03865546218487395,125,23
30103-conditionsrisks-4,30141-covid_tst_symptoms-12,2,2,12,118,40,555,0.016551724137931035,1.4468406521852373,0.3693823187002608,0.03728742278083542,0.09230769230769231,0.06722689075630252,118,40
30103-conditionsrisks-4,30141-covid_tst_symptoms-13,2,2,7,123,6,589,0.009655172413793104,5.507630021800062,1.706134407550067,0.1265076653382656,0.05384615384615385,0.010084033613445379,123,6
30103-conditionsrisks-4,30141-covid_tst_symptoms-14,2,2,3,127,6,589,0.004137931034482759,2.4895927601809955,0.9121191469727213,0.04501509146003195,0.023076923076923078,0.010084033613445379,127,6
30103-conditionsrisks-4,30141-covid_tst_symptoms-15,2,2,4,126,11,584,0.005517241379310344,1.8080426190067023,0.5922448341516179,0.03309928728603806,0.03076923076923077,0.018487394957983194,126,11
30103-conditionsrisks-4,30141-covid_tst_symptoms-16,2,2,3,127,16,579,0.004137931034482759,0.9641117052881759,-0.03654811422984133,-0.009158254456335984,0.023076923076923078,0.02689075630252101,127,16
30103-conditionsrisks-4,30141-covid_tst_symptoms-17,2,2,10,120,23,572,0.013793103448275862,2.122803919837556,0.7527378185110494,0.07042900208441687,0.07692307692307693,0.03865546218487395,120,23
30103-conditionsrisks-4,30141-covid_tst_symptoms-18,2,2,2,128,3,592,0.002758620689655172,3.2934963868816007,1.1919497320527987,0.047941164353107975,0.015384615384615385,0.005042016806722689,128,3
30103-conditionsrisks-4,30141-covid_tst_symptoms-19,2,2,0,130,2,593,0.0,0.9095785440613027,-0.09477392514712575,-0.024584367676370684,0.0,0.0033613445378151263,130,2
30103-conditionsrisks-4,30141-covid_tst_symptoms-21,2,2,10,120,36,559,0.013793103448275862,1.3357016995395896,0.2894567713963021,0.025838051466044204,0.07692307692307693,0.06050420168067227,120,36
30103-conditionsrisks-4,30141-covid_tst_symptoms-23,2,2,4,126,13,582,0.005517241379310344,1.5349143610013176,0.4284745886041711,0.022614023658435775,0.03076923076923077,0.021848739495798318,126,13
30103-conditionsrisks-4,30141-covid_tst_symptoms-25,2,2,11,119,27,568,0.015172413793103448,1.989425637124382,0.6878459725157041,0.06753958216800966,0.08461538461538462,0.0453781512605042,119,27
30103-conditionsrisks-4,30141-covid_tst_symptoms-26,2,2,3,127,9,586,0.004137931034482759,1.694736842105263,0.5275274733839221,0.023906146071631214,0.023076923076923078,0.015126050420168067,127,9
30103-conditionsrisks-4,30141-covid_tst_symptoms-28,2,2,1,129,2,593,0.001379310344827586,2.74980694980695,1.0115307091441397,0.02588126037099136,0.007692307692307693,0.0033613445378151263,129,2
30103-conditionsrisks-4,30141-covid_tst_symptoms-29,2,2,4,126,8,587,0.005517241379310344,2.4587305277842364,0.8996451711307425,0.05208818818859484,0.03076923076923077,0.013445378151260505,126,8
