concept_code,target_concept_code,n_code_target
32138-vaccine_factors-9,30158-Symtpom_Neuro-1,6
32138-vaccine_factors-9,30160-Symptom_Inflamm-1,6
30154-Symptoms_Resp-5,30156-Symptom_GI-3,6
36104-Post_vaccinefactors-2,30160-Symptom_Inflamm-1,6
32590-Symptoms_Ill_3,30103-conditionsrisks-3,6
bin_31401-research_before,31405-skipped_why-3,6
32608-Symptoms_Ill_21,30158-Symtpom_Neuro-9,6
31356-past12_recommended-998,31396-join_hear-3,6
32603-Symptoms_Ill_16,31344-devices_own-2,6
32603-Symptoms_Ill_16,30156-Symptom_GI-3,6
32603-Symptoms_Ill_16,30156-Symptom_GI-5,6
30141-covid_tst_symptoms-13,31344-devices_own-1,6
32616-Symptoms_Ill_29,30141-covid_tst_symptoms-11,6
32612-Symptoms_Ill_25,32596-Symptoms_Ill_9,6
30158-Symtpom_Neuro-6,32594-Symptoms_Ill_7,6
31350-healthdevice_type-2,31356-past12_recommended-2,6
30141-covid_tst_symptoms-3,30103-conditionsrisks-2,6
31356-past12_recommended-1,30158-Symtpom_Neuro-6,6
30103-conditionsrisks-9,30103-conditionsrisks-3,6
30103-conditionsrisks-9,30138-COVID_Why-1,6
31346-past12mo_tech-4,32600-Symptoms_Ill_13,6
30183-states_specify-39,31393-join_why-2,6
32138-vaccine_factors-9,30154-Symptoms_Resp-1,6
31344-devices_own-3,30183-states_specify-39,6
bin_30119-Concentrating,30154-Symptoms_Resp-4,6
30158-Symtpom_Neuro-6,31393-join_why-5,6
32594-Symptoms_Ill_7,31346-past12mo_tech-998,6
31346-past12mo_tech-2,32596-Symptoms_Ill_9,6
30183-states_specify-42,31346-past12mo_tech-5,6
30183-states_specify-42,31356-past12_recommended-2,6
30183-states_specify-42,31356-past12_recommended-4,6
30103-conditionsrisks-17,30166-Prev_exposure-2,6
32604-Symptoms_Ill_17,30158-Symtpom_Neuro-9,6
bin_32136-vaccine_didyou,30147-flu_why-1,6
31396-join_hear-7,30103-conditionsrisks-14,6
31393-join_why-7,31346-past12mo_tech-5,6
30141-covid_tst_symptoms-29,32610-Symptoms_Ill_23,6
30082-Race-6,31393-join_why-3,6
32612-Symptoms_Ill_25,32590-Symptoms_Ill_3,6
30154-Symptoms_Resp-7,31356-past12_recommended-2,6
30141-covid_tst_symptoms-16,30138-COVID_Why-2,6
30141-covid_tst_symptoms-16,30141-covid_tst_symptoms-14,6
30154-Symptoms_Resp-5,30141-covid_tst_symptoms-11,6
30103-conditionsrisks-20,30160-Symptom_Inflamm-5,6
31344-devices_own-999,30156-Symptom_GI-1,6
31344-devices_own-999,30160-Symptom_Inflamm-1,6
32599-Symptoms_Ill_12,30138-COVID_Why-5,6
30141-covid_tst_symptoms-16,30141-covid_tst_symptoms-9,6
bin_30171-COVID_vaccine,30141-covid_tst_symptoms-1,6
31344-devices_own-1,30103-conditionsrisks-16,6
31344-devices_own-1,30103-conditionsrisks-22,6
30103-conditionsrisks-20,31350-healthdevice_type-1,6
32599-Symptoms_Ill_12,30103-conditionsrisks-8,6
30154-Symptoms_Resp-5,30141-covid_tst_symptoms-7,6
30154-Symptoms_Resp-5,30141-covid_tst_symptoms-9,6
30103-conditionsrisks-14,30183-states_specify-28,6
30141-covid_tst_symptoms-10,30158-Symtpom_Neuro-5,6
bin_31401-research_before,30141-covid_tst_symptoms-25,6
bin_31401-research_before,30141-covid_tst_symptoms-5,6
30158-Symtpom_Neuro-6,32604-Symptoms_Ill_17,6
30158-Symtpom_Neuro-6,31405-skipped_why-4,6
30141-covid_tst_symptoms-29,32590-Symptoms_Ill_3,6
30141-covid_tst_symptoms-29,32592-Symptoms_Ill_5,6
30141-covid_tst_symptoms-29,32593-Symptoms_Ill_6,6
32594-Symptoms_Ill_7,31356-past12_recommended-998,6
36104-Post_vaccinefactors-8,32599-Symptoms_Ill_12,6
32138-vaccine_factors-13,31356-past12_recommended-2,6
32138-vaccine_factors-13,31356-past12_recommended-4,6
31346-past12mo_tech-5,30103-conditionsrisks-17,6
30103-conditionsrisks-9,30158-Symtpom_Neuro-7,6
31393-join_why-5,30183-states_specify-10,6
30154-Symptoms_Resp-5,30103-conditionsrisks-13,6
32590-Symptoms_Ill_3,30103-conditionsrisks-13,6
30183-states_specify-9,31396-join_hear-2,6
30158-Symtpom_Neuro-1,30154-Symptoms_Resp-7,6
31356-past12_recommended-998,31386-covid_results-1,6
30103-conditionsrisks-14,31396-join_hear-7,6
32616-Symptoms_Ill_29,32596-Symptoms_Ill_9,6
30160-Symptom_Inflamm-2,30141-covid_tst_symptoms-14,6
30160-Symptom_Inflamm-2,30141-covid_tst_symptoms-15,6
30160-Symptom_Inflamm-2,30141-covid_tst_symptoms-16,6
32598-Symptoms_Ill_11,32603-Symptoms_Ill_16,6
30154-Symptoms_Resp-4,32617-Symptoms_Ill_30,6
30154-Symptoms_Resp-4,bin_30119-Concentrating,6
30154-Symptoms_Resp-4,bin_30120-Walking,6
30154-Symptoms_Resp-5,30141-covid_tst_symptoms-23,6
30158-Symtpom_Neuro-6,31356-past12_recommended-1,6
31356-past12_recommended-3,30141-covid_tst_symptoms-17,6
30158-Symtpom_Neuro-6,31344-devices_own-3,6
31356-past12_recommended-3,30138-COVID_Why-5,6
30103-conditionsrisks-2,30156-Symptom_GI-2,6
36104-Post_vaccinefactors-8,36104-Post_vaccinefactors-12,6
30103-conditionsrisks-16,bin_31401-research_before,6
31393-join_why-6,bin_30122-Errands,6
32590-Symptoms_Ill_3,32612-Symptoms_Ill_25,6
30141-covid_tst_symptoms-5,30156-Symptom_GI-1,6
bin_36096-Post_covidvaccine,30158-Symtpom_Neuro-9,6
30082-Race-4,31393-join_why-6,6
30156-Symptom_GI-2,30103-conditionsrisks-19,6
30156-Symptom_GI-2,30103-conditionsrisks-2,6
30141-covid_tst_symptoms-8,30156-Symptom_GI-1,6
32588-Symptoms_Ill_1,30153-Symptoms-3,6
30158-Symtpom_Neuro-1,30183-states_specify-11,6
32598-Symptoms_Ill_11,32600-Symptoms_Ill_13,6
32598-Symptoms_Ill_11,31386-covid_results-1,6
30156-Symptom_GI-2,30103-conditionsrisks-9,6
31346-past12mo_tech-2,32600-Symptoms_Ill_13,6
30183-states_specify-11,31393-join_why-2,6
30141-covid_tst_symptoms-13,31344-devices_own-3,6
30156-Symptom_GI-2,30141-covid_tst_symptoms-14,6
31393-join_why-6,bin_30106-currently_pregnant,6
30154-Symptoms_Resp-7,32594-Symptoms_Ill_7,6
30154-Symptoms_Resp-7,32608-Symptoms_Ill_21,6
30141-covid_tst_symptoms-7,30141-covid_tst_symptoms-4,6
bin_age_40plus,31396-join_hear-5,6
bin_age_40plus,32138-vaccine_factors-1,6
36104-Post_vaccinefactors-15,31386-covid_results-2,6
30103-conditionsrisks-14,32595-Symptoms_Ill_8,6
30103-conditionsrisks-14,32598-Symptoms_Ill_11,6
32608-Symptoms_Ill_21,31346-past12mo_tech-6,6
30103-conditionsrisks-3,30103-conditionsrisks-9,6
30141-covid_tst_symptoms-16,30141-covid_tst_symptoms-26,6
30158-Symtpom_Neuro-6,30160-Symptom_Inflamm-2,6
30158-Symtpom_Neuro-6,30166-Prev_exposure-1,6
30158-Symtpom_Neuro-6,30156-Symptom_GI-2,6
30158-Symtpom_Neuro-6,30156-Symptom_GI-3,6
32594-Symptoms_Ill_7,32601-Symptoms_Ill_14,6
bin_31401-research_before,31386-covid_results-5,6
30103-conditionsrisks-9,30156-Symptom_GI-2,6
bin_30107-alcohol_consume,30141-covid_tst_symptoms-26,6
32138-vaccine_factors-9,30153-Symptoms-1,6
30166-Prev_exposure-1,30141-covid_tst_symptoms-14,6
36104-Post_vaccinefactors-12,31393-join_why-5,6
30086-Gender-1,32138-vaccine_factors-3,6
30141-covid_tst_symptoms-29,31346-past12mo_tech-1,6
bin_30120-Walking,32610-Symptoms_Ill_23,6
32594-Symptoms_Ill_7,bin_31401-research_before,6
32594-Symptoms_Ill_7,target_athome_positive,6
30183-states_specify-10,31396-join_hear-6,6
30156-Symptom_GI-3,30154-Symptoms_Resp-4,6
30156-Symptom_GI-3,30154-Symptoms_Resp-5,6
30141-covid_tst_symptoms-11,31346-past12mo_tech-3,6
30150-flu_tst_symptoms-6,31346-past12mo_tech-1,6
32603-Symptoms_Ill_16,30154-Symptoms_Resp-5,6
32603-Symptoms_Ill_16,30153-Symptoms-2,6
30141-covid_tst_symptoms-13,31393-join_why-2,6
31356-past12_recommended-3,30154-Symptoms_Resp-5,6
31356-past12_recommended-3,30158-Symtpom_Neuro-3,6
30158-Symtpom_Neuro-6,30154-Symptoms_Resp-2,6
30158-Symtpom_Neuro-6,30154-Symptoms_Resp-21,6
32608-Symptoms_Ill_21,32601-Symptoms_Ill_14,6
bin_30171-COVID_vaccine,30147-flu_why-1,6
30158-Symtpom_Neuro-1,31393-join_why-9,6
30141-covid_tst_symptoms-21,30103-conditionsrisks-3,6
30103-conditionsrisks-13,31356-past12_recommended-998,6
32598-Symptoms_Ill_11,31346-past12mo_tech-4,6
30141-covid_tst_symptoms-29,30160-Symptom_Inflamm-5,6
31393-join_why-6,31396-join_hear-5,6
30141-covid_tst_symptoms-29,30156-Symptom_GI-3,6
30082-Race-6,31356-past12_recommended-1,6
30141-covid_tst_symptoms-13,32596-Symptoms_Ill_9,6
30150-flu_tst_symptoms-6,31393-join_why-5,6
30156-Symptom_GI-4,30141-covid_tst_symptoms-30,6
30141-covid_tst_symptoms-9,32600-Symptoms_Ill_13,6
30141-covid_tst_symptoms-9,32603-Symptoms_Ill_16,6
30141-covid_tst_symptoms-9,32610-Symptoms_Ill_23,6
30141-covid_tst_symptoms-9,32612-Symptoms_Ill_25,6
30086-Gender-2,30141-covid_tst_symptoms-14,6
30103-conditionsrisks-14,32604-Symptoms_Ill_17,6
bin_30171-COVID_vaccine,30150-flu_tst_symptoms-6,6
30150-flu_tst_symptoms-6,31393-join_why-6,6
30103-conditionsrisks-8,bin_30107-alcohol_consume,6
31346-past12mo_tech-3,31350-healthdevice_type-1,6
32595-Symptoms_Ill_8,30103-conditionsrisks-14,6
30103-conditionsrisks-2,30156-Symptom_GI-5,6
31344-devices_own-1,32588-Symptoms_Ill_1,6
30103-conditionsrisks-5,30154-Symptoms_Resp-3,6
30141-covid_tst_symptoms-15,32608-Symptoms_Ill_21,6
30141-covid_tst_symptoms-15,32610-Symptoms_Ill_23,6
30141-covid_tst_symptoms-21,30141-covid_tst_symptoms-29,6
31396-join_hear-2,bin_30122-Errands,6
30141-covid_tst_symptoms-21,30141-covid_tst_symptoms-14,6
30154-Symptoms_Resp-7,32592-Symptoms_Ill_5,6
31393-join_why-4,30183-states_specify-9,6
30141-covid_tst_symptoms-29,30154-Symptoms_Resp-21,6
30141-covid_tst_symptoms-29,30154-Symptoms_Resp-4,6
32612-Symptoms_Ill_25,31346-past12mo_tech-6,6
30158-Symtpom_Neuro-6,30103-conditionsrisks-4,6
32138-vaccine_factors-12,31393-join_why-5,6
32138-vaccine_factors-12,31396-join_hear-2,6
31346-past12mo_tech-3,32590-Symptoms_Ill_3,6
30141-covid_tst_symptoms-21,30138-COVID_Why-4,6
30141-covid_tst_symptoms-21,30141-covid_tst_symptoms-1,6
31393-join_why-5,31350-healthdevice_type-2,6
30158-Symtpom_Neuro-1,32595-Symptoms_Ill_8,6
31396-join_hear-5,31393-join_why-6,6
31393-join_why-2,30183-states_specify-11,6
32603-Symptoms_Ill_16,30141-covid_tst_symptoms-9,6
32138-vaccine_factors-8,30156-Symptom_GI-2,6
30141-covid_tst_symptoms-29,30154-Symptoms_Resp-2,6
30141-covid_tst_symptoms-29,30141-covid_tst_symptoms-4,6
32595-Symptoms_Ill_8,30141-covid_tst_symptoms-14,6
32595-Symptoms_Ill_8,30141-covid_tst_symptoms-5,6
32595-Symptoms_Ill_8,30141-covid_tst_symptoms-7,6
32595-Symptoms_Ill_8,30141-covid_tst_symptoms-9,6
30141-covid_tst_symptoms-29,30141-covid_tst_symptoms-11,6
30141-covid_tst_symptoms-13,32612-Symptoms_Ill_25,6
30138-COVID_Why-5,32608-Symptoms_Ill_21,6
32610-Symptoms_Ill_23,30103-conditionsrisks-2,6
31344-devices_own-5,32612-Symptoms_Ill_25,6
30103-conditionsrisks-3,30141-covid_tst_symptoms-11,6
30103-conditionsrisks-3,30141-covid_tst_symptoms-15,6
30103-conditionsrisks-3,30141-covid_tst_symptoms-21,6
bin_30107-alcohol_consume,30141-covid_tst_symptoms-8,6
30141-covid_tst_symptoms-13,32590-Symptoms_Ill_3,6
30156-Symptom_GI-1,32595-Symptoms_Ill_8,6
30141-covid_tst_symptoms-13,32600-Symptoms_Ill_13,6
30156-Symptom_GI-3,30158-Symtpom_Neuro-6,6
30103-conditionsrisks-8,32599-Symptoms_Ill_12,6
31356-past12_recommended-1,30141-covid_tst_symptoms-15,6
32612-Symptoms_Ill_25,31344-devices_own-5,6
30086-Gender-3,31405-skipped_why-4,6
32616-Symptoms_Ill_29,30141-covid_tst_symptoms-8,6
31393-join_why-5,31356-past12_recommended-999,6
30141-covid_tst_symptoms-21,30156-Symptom_GI-3,6
30160-Symptom_Inflamm-2,30158-Symtpom_Neuro-6,6
30183-states_specify-39,30160-Symptom_Inflamm-1,6
30141-covid_tst_symptoms-29,30141-covid_tst_symptoms-21,6
30141-covid_tst_symptoms-29,30141-covid_tst_symptoms-23,6
30141-covid_tst_symptoms-29,30141-covid_tst_symptoms-25,6
30141-covid_tst_symptoms-29,30141-covid_tst_symptoms-13,6
30086-Gender-3,31386-covid_results-2,6
30086-Gender-3,31393-join_why-2,6
bin_30121-Dressing,30153-Symptoms-1,6
30160-Symptom_Inflamm-5,31346-past12mo_tech-4,6
32138-vaccine_factors-12,31346-past12mo_tech-1,6
32138-vaccine_factors-12,31393-join_why-1,6
30153-Symptoms-2,30141-covid_tst_symptoms-4,6
30154-Symptoms_Resp-1,30158-Symtpom_Neuro-9,6
32595-Symptoms_Ill_8,30153-Symptoms-2,6
32595-Symptoms_Ill_8,30153-Symptoms-6,6
30138-COVID_Why-5,32599-Symptoms_Ill_12,6
32610-Symptoms_Ill_23,30141-covid_tst_symptoms-30,6
32610-Symptoms_Ill_23,30141-covid_tst_symptoms-4,6
32610-Symptoms_Ill_23,30141-covid_tst_symptoms-7,6
30082-Race-2,32596-Symptoms_Ill_9,6
32590-Symptoms_Ill_3,30141-covid_tst_symptoms-25,6
30141-covid_tst_symptoms-6,bin_30120-Walking,6
30141-covid_tst_symptoms-6,32600-Symptoms_Ill_13,6
30141-covid_tst_symptoms-6,32601-Symptoms_Ill_14,6
30086-Gender-2,30141-covid_tst_symptoms-4,6
32595-Symptoms_Ill_8,30156-Symptom_GI-1,6
32595-Symptoms_Ill_8,30158-Symtpom_Neuro-1,6
30082-Race-2,30183-states_specify-10,6
30138-COVID_Why-3,30103-conditionsrisks-13,6
32603-Symptoms_Ill_16,30141-covid_tst_symptoms-23,6
32603-Symptoms_Ill_16,30141-covid_tst_symptoms-25,6
32603-Symptoms_Ill_16,30141-covid_tst_symptoms-11,6
30158-Symtpom_Neuro-9,32604-Symptoms_Ill_17,6
30158-Symtpom_Neuro-9,32608-Symptoms_Ill_21,6
bin_30107-alcohol_consume,30141-covid_tst_symptoms-23,6
32138-vaccine_factors-8,target_pcr_positive,6
31405-skipped_why-4,bin_30117-Deaf,6
30154-Symptoms_Resp-4,30156-Symptom_GI-3,6
30154-Symptoms_Resp-4,30158-Symtpom_Neuro-5,6
32616-Symptoms_Ill_29,32610-Symptoms_Ill_23,6
32610-Symptoms_Ill_23,30141-covid_tst_symptoms-14,6
32610-Symptoms_Ill_23,30141-covid_tst_symptoms-15,6
32610-Symptoms_Ill_23,30141-covid_tst_symptoms-16,6
30141-covid_tst_symptoms-15,31356-past12_recommended-2,6
bin_30170-Flu_shot,30158-Symtpom_Neuro-5,6
30183-states_specify-27,31346-past12mo_tech-1,6
30141-covid_tst_symptoms-9,32595-Symptoms_Ill_8,6
36104-Post_vaccinefactors-8,31344-devices_own-2,6
36104-Post_vaccinefactors-8,31346-past12mo_tech-2,6
30156-Symptom_GI-3,30158-Symtpom_Neuro-3,6
31346-past12mo_tech-3,32613-Symptoms_Ill_26,6
30082-Race-6,31393-join_why-5,6
30158-Symtpom_Neuro-5,32593-Symptoms_Ill_6,6
30158-Symtpom_Neuro-5,32595-Symptoms_Ill_8,6
bin_age_40plus,32138-vaccine_factors-12,6
32595-Symptoms_Ill_8,30158-Symtpom_Neuro-3,6
32595-Symptoms_Ill_8,30158-Symtpom_Neuro-5,6
32595-Symptoms_Ill_8,30158-Symtpom_Neuro-8,6
30103-conditionsrisks-10,31346-past12mo_tech-1,6
30103-conditionsrisks-3,32590-Symptoms_Ill_3,6
32138-vaccine_factors-12,30154-Symptoms_Resp-3,6
32138-vaccine_factors-12,30156-Symptom_GI-1,6
32138-vaccine_factors-12,30158-Symtpom_Neuro-1,6
36104-Post_vaccinefactors-8,31346-past12mo_tech-5,6
31393-join_why-5,31405-skipped_why-1,6
30141-covid_tst_symptoms-21,31346-past12mo_tech-998,6
32598-Symptoms_Ill_11,30141-covid_tst_symptoms-23,6
32598-Symptoms_Ill_11,30141-covid_tst_symptoms-25,6
32610-Symptoms_Ill_23,30141-covid_tst_symptoms-9,6
32610-Symptoms_Ill_23,30141-covid_tst_symptoms-29,6
30141-covid_tst_symptoms-14,30141-covid_tst_symptoms-16,6
30141-covid_tst_symptoms-14,30141-covid_tst_symptoms-17,6
30141-covid_tst_symptoms-14,30141-covid_tst_symptoms-21,6
30141-covid_tst_symptoms-8,32600-Symptoms_Ill_13,6
30141-covid_tst_symptoms-8,32601-Symptoms_Ill_14,6
30141-covid_tst_symptoms-8,32616-Symptoms_Ill_29,6
30141-covid_tst_symptoms-8,bin_30107-alcohol_consume,6
30150-flu_tst_symptoms-6,31393-join_why-3,6
30086-Gender-3,31344-devices_own-1,6
36104-Post_vaccinefactors-10,31393-join_why-5,6
31346-past12mo_tech-998,30141-covid_tst_symptoms-21,6
30103-conditionsrisks-4,32602-Symptoms_Ill_15,6
30103-conditionsrisks-5,30103-conditionsrisks-14,6
30103-conditionsrisks-5,30103-conditionsrisks-2,6
30086-Gender-3,31344-devices_own-3,6
30154-Symptoms_Resp-1,bin_30106-currently_pregnant,6
31356-past12_recommended-3,32592-Symptoms_Ill_5,6
30138-COVID_Why-3,30141-covid_tst_symptoms-9,6
30138-COVID_Why-3,30141-covid_tst_symptoms-11,6
30103-conditionsrisks-3,32603-Symptoms_Ill_16,6
30154-Symptoms_Resp-1,32590-Symptoms_Ill_3,6
30154-Symptoms_Resp-1,32600-Symptoms_Ill_13,6
31393-join_why-6,30183-states_specify-42,6
bin_30171-COVID_vaccine,30183-states_specify-27,6
32617-Symptoms_Ill_30,30138-COVID_Why-1,6
32598-Symptoms_Ill_11,30103-conditionsrisks-4,6
32595-Symptoms_Ill_8,31356-past12_recommended-4,6
bin_30121-Dressing,31393-join_why-1,6
32595-Symptoms_Ill_8,32600-Symptoms_Ill_13,6
32595-Symptoms_Ill_8,32601-Symptoms_Ill_14,6
32595-Symptoms_Ill_8,32602-Symptoms_Ill_15,6
30154-Symptoms_Resp-2,30103-conditionsrisks-19,6
30158-Symtpom_Neuro-5,30154-Symptoms_Resp-4,6
30086-Gender-1,30103-conditionsrisks-19,6
30141-covid_tst_symptoms-14,30141-covid_tst_symptoms-12,6
31393-join_why-2,30103-conditionsrisks-5,6
30183-states_specify-10,31393-join_why-3,6
30183-states_specify-10,31393-join_why-5,6
30158-Symtpom_Neuro-5,30158-Symtpom_Neuro-3,6
30158-Symtpom_Neuro-5,30153-Symptoms-3,6
32590-Symptoms_Ill_3,30141-covid_tst_symptoms-13,6
32590-Symptoms_Ill_3,30141-covid_tst_symptoms-14,6
31346-past12mo_tech-998,32594-Symptoms_Ill_7,6
31346-past12mo_tech-5,30103-conditionsrisks-9,6
32601-Symptoms_Ill_14,32595-Symptoms_Ill_8,6
30141-covid_tst_symptoms-15,31356-past12_recommended-1,6
30153-Symptoms-1,bin_30121-Dressing,6
30153-Symptoms-1,bin_30123-ColorBlind,6
32590-Symptoms_Ill_3,31346-past12mo_tech-3,6
32595-Symptoms_Ill_8,bin_30120-Walking,6
32595-Symptoms_Ill_8,32596-Symptoms_Ill_9,6
30154-Symptoms_Resp-2,30141-covid_tst_symptoms-14,6
32603-Symptoms_Ill_16,30103-conditionsrisks-3,6
30138-COVID_Why-5,31356-past12_recommended-3,6
bin_30171-COVID_vaccine,30183-states_specify-39,6
30086-Gender-2,30158-Symtpom_Neuro-6,6
30154-Symptoms_Resp-4,30141-covid_tst_symptoms-25,6
30154-Symptoms_Resp-4,30141-covid_tst_symptoms-29,6
30154-Symptoms_Resp-4,30141-covid_tst_symptoms-30,6
30154-Symptoms_Resp-4,30141-covid_tst_symptoms-13,6
31346-past12mo_tech-3,32603-Symptoms_Ill_16,6
31393-join_why-1,bin_30121-Dressing,6
30156-Symptom_GI-3,30183-states_specify-28,6
30141-covid_tst_symptoms-11,30154-Symptoms_Resp-5,6
30103-conditionsrisks-16,31346-past12mo_tech-3,6
bin_age_40plus,32138-vaccine_factors-17,6
32596-Symptoms_Ill_9,30103-conditionsrisks-2,6
32596-Symptoms_Ill_9,30103-conditionsrisks-4,6
30154-Symptoms_Resp-2,30150-flu_tst_symptoms-6,6
30154-Symptoms_Resp-2,30141-covid_tst_symptoms-26,6
30154-Symptoms_Resp-2,30141-covid_tst_symptoms-29,6
30086-Gender-3,30160-Symptom_Inflamm-1,6
30154-Symptoms_Resp-2,30147-flu_why-1,6
30141-covid_tst_symptoms-5,32595-Symptoms_Ill_8,6
31396-join_hear-2,30183-states_specify-9,6
31356-past12_recommended-2,30103-conditionsrisks-9,6
30138-COVID_Why-3,30156-Symptom_GI-3,6
32601-Symptoms_Ill_14,32593-Symptoms_Ill_6,6
32601-Symptoms_Ill_14,32594-Symptoms_Ill_7,6
30141-covid_tst_symptoms-15,31344-devices_own-3,6
32601-Symptoms_Ill_14,32608-Symptoms_Ill_21,6
36104-Post_vaccinefactors-15,31405-skipped_why-4,6
30141-covid_tst_symptoms-21,32600-Symptoms_Ill_13,6
30141-covid_tst_symptoms-21,32601-Symptoms_Ill_14,6
32598-Symptoms_Ill_11,30103-conditionsrisks-14,6
32610-Symptoms_Ill_23,30156-Symptom_GI-3,6
32610-Symptoms_Ill_23,30156-Symptom_GI-5,6
31346-past12mo_tech-5,30141-covid_tst_symptoms-7,6
31393-join_why-5,32588-Symptoms_Ill_1,6
31393-join_why-5,32596-Symptoms_Ill_9,6
30141-covid_tst_symptoms-23,30141-covid_tst_symptoms-29,6
31405-skipped_why-5,31356-past12_recommended-1,6
30154-Symptoms_Resp-2,30158-Symtpom_Neuro-6,6
30086-Gender-3,30158-Symtpom_Neuro-2,6
30154-Symptoms_Resp-2,30153-Symptoms-4,6
32596-Symptoms_Ill_9,30141-covid_tst_symptoms-23,6
32596-Symptoms_Ill_9,30141-covid_tst_symptoms-25,6
32596-Symptoms_Ill_9,30141-covid_tst_symptoms-11,6
32138-vaccine_factors-8,31344-devices_own-5,6
30156-Symptom_GI-1,31344-devices_own-999,6
30141-covid_tst_symptoms-14,30153-Symptoms-3,6
31393-join_why-4,30103-conditionsrisks-8,6
30103-conditionsrisks-9,30103-conditionsrisks-13,6
31356-past12_recommended-1,30153-Symptoms-4,6
30141-covid_tst_symptoms-9,31393-join_why-6,6
30103-conditionsrisks-3,30158-Symtpom_Neuro-3,6
30103-conditionsrisks-17,32608-Symptoms_Ill_21,6
31393-join_why-5,31405-skipped_why-3,6
30141-covid_tst_symptoms-14,30154-Symptoms_Resp-2,6
30086-Gender-1,30141-covid_tst_symptoms-26,6
30141-covid_tst_symptoms-14,30156-Symptom_GI-2,6
32596-Symptoms_Ill_9,30141-covid_tst_symptoms-12,6
32596-Symptoms_Ill_9,30141-covid_tst_symptoms-13,6
30103-conditionsrisks-19,30103-conditionsrisks-4,6
31344-devices_own-1,30183-states_specify-27,6
31344-devices_own-1,30183-states_specify-39,6
30160-Symptom_Inflamm-5,32588-Symptoms_Ill_1,6
32590-Symptoms_Ill_3,30141-covid_tst_symptoms-29,6
30082-Race-1,30158-Symtpom_Neuro-5,6
31344-devices_own-1,30141-covid_tst_symptoms-13,6
30141-covid_tst_symptoms-15,30160-Symptom_Inflamm-1,6
30141-covid_tst_symptoms-15,30160-Symptom_Inflamm-2,6
30103-conditionsrisks-3,32602-Symptoms_Ill_15,6
30158-Symtpom_Neuro-5,30141-covid_tst_symptoms-10,6
32612-Symptoms_Ill_25,30141-covid_tst_symptoms-9,6
30147-flu_why-1,31346-past12mo_tech-1,6
30147-flu_why-1,31393-join_why-3,6
30147-flu_why-1,31393-join_why-5,6
30147-flu_why-1,31393-join_why-6,6
30154-Symptoms_Resp-2,32602-Symptoms_Ill_15,6
32596-Symptoms_Ill_9,30141-covid_tst_symptoms-7,6
31393-join_why-6,30150-flu_tst_symptoms-6,6
30158-Symtpom_Neuro-5,30141-covid_tst_symptoms-14,6
30141-covid_tst_symptoms-26,target_pcr_positive,6
30141-covid_tst_symptoms-9,31356-past12_recommended-1,6
30141-covid_tst_symptoms-9,31356-past12_recommended-2,6
30141-covid_tst_symptoms-23,30141-covid_tst_symptoms-30,6
32610-Symptoms_Ill_23,30158-Symtpom_Neuro-9,6
32138-vaccine_factors-8,36104-Post_vaccinefactors-11,6
30147-flu_why-1,30138-COVID_Why-1,6
30141-covid_tst_symptoms-23,30154-Symptoms_Resp-5,6
30141-covid_tst_symptoms-23,30154-Symptoms_Resp-7,6
30141-covid_tst_symptoms-23,30141-covid_tst_symptoms-13,6
30103-conditionsrisks-5,31393-join_why-2,6
30103-conditionsrisks-5,31393-join_why-3,6
32588-Symptoms_Ill_1,30103-conditionsrisks-4,6
31396-join_hear-6,30183-states_specify-10,6
30154-Symptoms_Resp-2,32601-Symptoms_Ill_14,6
30103-conditionsrisks-5,30153-Symptoms-5,6
31344-devices_own-1,31356-past12_recommended-999,6
30082-Race-1,31393-join_why-9,6
30082-Race-1,31405-skipped_why-5,6
32602-Symptoms_Ill_15,30103-conditionsrisks-4,6
30086-Gender-1,31350-healthdevice_type-2,6
30141-covid_tst_symptoms-15,30156-Symptom_GI-5,6
31393-join_why-4,30103-conditionsrisks-10,6
31393-join_why-4,30103-conditionsrisks-17,6
31344-devices_own-5,30141-covid_tst_symptoms-6,6
31344-devices_own-5,30153-Symptoms-2,6
32590-Symptoms_Ill_3,31344-devices_own-2,6
32612-Symptoms_Ill_25,30141-covid_tst_symptoms-13,6
32612-Symptoms_Ill_25,30141-covid_tst_symptoms-16,6
30141-covid_tst_symptoms-26,32604-Symptoms_Ill_17,6
30141-covid_tst_symptoms-26,bin_30107-alcohol_consume,6
32612-Symptoms_Ill_25,30141-covid_tst_symptoms-23,6
32597-Symptoms_Ill_10,32591-Symptoms_Ill_4,6
30154-Symptoms_Resp-3,32617-Symptoms_Ill_30,6
31356-past12_recommended-998,30153-Symptoms-2,6
31356-past12_recommended-998,30153-Symptoms-5,6
31356-past12_recommended-1,bin_30117-Deaf,6
30183-states_specify-28,30103-conditionsrisks-14,6
32602-Symptoms_Ill_15,30103-conditionsrisks-3,6
31356-past12_recommended-4,30141-covid_tst_symptoms-8,6
31356-past12_recommended-4,30141-covid_tst_symptoms-9,6
30166-Prev_exposure-2,30154-Symptoms_Resp-5,6
30154-Symptoms_Resp-2,32613-Symptoms_Ill_26,6
30156-Symptom_GI-1,30183-states_specify-27,6
32602-Symptoms_Ill_15,31356-past12_recommended-4,6
30141-covid_tst_symptoms-14,30158-Symtpom_Neuro-5,6
30141-covid_tst_symptoms-14,30158-Symtpom_Neuro-7,6
30141-covid_tst_symptoms-14,30160-Symptom_Inflamm-2,6
