concept_code,target_concept_code,n_code_target
30150-flu_tst_symptoms-15,32609-Symptoms_Ill_22,0
30150-flu_tst_symptoms-15,32591-Symptoms_Ill_4,0
30150-flu_tst_symptoms-15,32590-Symptoms_Ill_3,0
30150-flu_tst_symptoms-15,32589-Symptoms_Ill_2,0
30150-flu_tst_symptoms-15,31405-skipped_why-5,0
30150-flu_tst_symptoms-15,31405-skipped_why-3,0
30150-flu_tst_symptoms-15,31405-skipped_why-2,0
30150-flu_tst_symptoms-15,31405-skipped_why-1,0
30150-flu_tst_symptoms-15,31396-join_hear-999,0
30150-flu_tst_symptoms-15,31396-join_hear-7,0
30150-flu_tst_symptoms-15,31396-join_hear-6,0
32138-vaccine_factors-12,31350-healthdevice_type-5,0
32138-vaccine_factors-12,31350-healthdevice_type-4,0
32138-vaccine_factors-12,31350-healthdevice_type-3,0
32138-vaccine_factors-12,31350-healthdevice_type-2,0
32138-vaccine_factors-12,31350-healthdevice_type-1,0
32138-vaccine_factors-12,31346-past12mo_tech-999,0
30150-flu_tst_symptoms-15,31396-join_hear-1,0
30150-flu_tst_symptoms-15,31393-join_why-999,0
30150-flu_tst_symptoms-15,31393-join_why-9,0
30150-flu_tst_symptoms-15,31393-join_why-8,0
30150-flu_tst_symptoms-15,31393-join_why-7,0
30150-flu_tst_symptoms-15,31393-join_why-2,0
30150-flu_tst_symptoms-15,31386-covid_results-999,0
32138-vaccine_factors-12,31386-covid_results-999,0
32138-vaccine_factors-12,31386-covid_results-5,0
32138-vaccine_factors-12,31386-covid_results-4,0
32138-vaccine_factors-12,31356-past12_recommended-999,0
32138-vaccine_factors-12,31350-healthdevice_type-999,0
32138-vaccine_factors-12,31350-healthdevice_type-6,0
30150-flu_tst_symptoms-15,32595-Symptoms_Ill_8,0
30150-flu_tst_symptoms-15,32594-Symptoms_Ill_7,0
30150-flu_tst_symptoms-15,32592-Symptoms_Ill_5,0
32138-vaccine_factors-12,32138-vaccine_factors-15,0
32138-vaccine_factors-12,32138-vaccine_factors-13,0
32138-vaccine_factors-12,32138-vaccine_factors-1,0
32138-vaccine_factors-12,31405-skipped_why-5,0
32138-vaccine_factors-12,31405-skipped_why-3,0
32138-vaccine_factors-12,31405-skipped_why-1,0
32138-vaccine_factors-12,31396-join_hear-999,0
32138-vaccine_factors-12,31396-join_hear-5,0
32138-vaccine_factors-12,31396-join_hear-3,0
32138-vaccine_factors-12,31393-join_why-999,0
32138-vaccine_factors-12,31393-join_why-9,0
32138-vaccine_factors-12,31393-join_why-8,0
32138-vaccine_factors-12,31393-join_why-7,0
30150-flu_tst_symptoms-15,31396-join_hear-5,0
30150-flu_tst_symptoms-15,31396-join_hear-4,0
30150-flu_tst_symptoms-15,31396-join_hear-3,0
30150-flu_tst_symptoms-15,31386-covid_results-4,0
30150-flu_tst_symptoms-15,31386-covid_results-3,0
30150-flu_tst_symptoms-15,31386-covid_results-1,0
30150-flu_tst_symptoms-15,31356-past12_recommended-999,0
30150-flu_tst_symptoms-15,31356-past12_recommended-998,0
30150-flu_tst_symptoms-15,31356-past12_recommended-4,0
30150-flu_tst_symptoms-15,31356-past12_recommended-3,0
30150-flu_tst_symptoms-15,31356-past12_recommended-2,0
30150-flu_tst_symptoms-15,31350-healthdevice_type-999,0
30150-flu_tst_symptoms-15,31350-healthdevice_type-6,0
30150-flu_tst_symptoms-15,31350-healthdevice_type-5,0
30150-flu_tst_symptoms-15,31350-healthdevice_type-4,0
30150-flu_tst_symptoms-15,31350-healthdevice_type-3,0
32138-vaccine_factors-12,32138-vaccine_factors-3,0
32138-vaccine_factors-12,32138-vaccine_factors-2,0
32138-vaccine_factors-12,32138-vaccine_factors-17,0
30150-flu_tst_symptoms-15,31346-past12mo_tech-5,0
30150-flu_tst_symptoms-15,31346-past12mo_tech-4,0
30150-flu_tst_symptoms-15,31346-past12mo_tech-3,0
30150-flu_tst_symptoms-15,31346-past12mo_tech-2,0
30150-flu_tst_symptoms-15,31344-devices_own-999,0
30150-flu_tst_symptoms-15,31344-devices_own-5,0
30150-flu_tst_symptoms-15,31344-devices_own-4,0
32138-vaccine_factors-12,32596-Symptoms_Ill_9,0
32138-vaccine_factors-12,32591-Symptoms_Ill_4,0
32138-vaccine_factors-12,32589-Symptoms_Ill_2,0
32138-vaccine_factors-12,32138-vaccine_factors-999,0
32138-vaccine_factors-12,32138-vaccine_factors-9,0
32138-vaccine_factors-12,32138-vaccine_factors-7,0
32138-vaccine_factors-12,32138-vaccine_factors-6,0
32138-vaccine_factors-12,32138-vaccine_factors-5,0
30150-flu_tst_symptoms-15,31386-covid_results-5,0
32138-vaccine_factors-12,36104-Post_vaccinefactors-1,0
32138-vaccine_factors-12,32618-Symptoms_Ill_999,0
32138-vaccine_factors-12,32615-Symptoms_Ill_28,0
32138-vaccine_factors-12,32614-Symptoms_Ill_27,0
32138-vaccine_factors-12,32611-Symptoms_Ill_24,0
32138-vaccine_factors-12,32609-Symptoms_Ill_22,0
32138-vaccine_factors-12,32607-Symptoms_Ill_20,0
32138-vaccine_factors-12,32605-Symptoms_Ill_18,0
32138-vaccine_factors-12,32603-Symptoms_Ill_16,0
32138-vaccine_factors-12,32602-Symptoms_Ill_15,0
32138-vaccine_factors-12,32601-Symptoms_Ill_14,0
30150-flu_tst_symptoms-15,31350-healthdevice_type-2,0
30150-flu_tst_symptoms-15,31350-healthdevice_type-1,0
30150-flu_tst_symptoms-15,31346-past12mo_tech-999,0
30150-flu_tst_symptoms-15,31346-past12mo_tech-998,0
30150-flu_tst_symptoms-15,31346-past12mo_tech-6,0
30150-flu_tst_symptoms-15,30183-states_specify-50,0
30150-flu_tst_symptoms-15,30183-states_specify-45,0
30150-flu_tst_symptoms-15,30183-states_specify-42,0
30150-flu_tst_symptoms-15,30183-states_specify-41,0
30150-flu_tst_symptoms-15,30183-states_specify-40,0
30150-flu_tst_symptoms-15,30183-states_specify-39,0
30150-flu_tst_symptoms-15,30183-states_specify-38,0
30150-flu_tst_symptoms-15,30183-states_specify-34,0
30150-flu_tst_symptoms-15,30183-states_specify-33,0
30150-flu_tst_symptoms-15,30183-states_specify-3,0
30150-flu_tst_symptoms-15,30183-states_specify-28,0
30150-flu_tst_symptoms-15,30183-states_specify-27,0
32138-vaccine_factors-12,36104-Post_vaccinefactors-18,0
32138-vaccine_factors-12,36104-Post_vaccinefactors-17,0
32138-vaccine_factors-12,36104-Post_vaccinefactors-15,0
32138-vaccine_factors-12,36104-Post_vaccinefactors-11,0
32138-vaccine_factors-12,bin_30123-ColorBlind,0
32138-vaccine_factors-12,bin_30121-Dressing,0
32138-vaccine_factors-12,bin_30119-Concentrating,0
32138-vaccine_factors-12,bin_30118-Blind,0
32138-vaccine_factors-12,bin_30117-Deaf,0
32138-vaccine_factors-12,bin_30106-currently_pregnant,0
32138-vaccine_factors-12,36104-Post_vaccinefactors-7,0
32138-vaccine_factors-12,36104-Post_vaccinefactors-6,0
32138-vaccine_factors-12,36104-Post_vaccinefactors-5,0
32138-vaccine_factors-12,36104-Post_vaccinefactors-3,0
32138-vaccine_factors-12,36104-Post_vaccinefactors-2,0
32138-vaccine_factors-12,36104-Post_vaccinefactors-19,0
30150-flu_tst_symptoms-15,30183-states_specify-999,0
30150-flu_tst_symptoms-15,30183-states_specify-9,0
30150-flu_tst_symptoms-15,30183-states_specify-6,0
30150-flu_tst_symptoms-15,30183-states_specify-52,0
30150-flu_tst_symptoms-15,30183-states_specify-20,0
30150-flu_tst_symptoms-15,30183-states_specify-19,0
30150-flu_tst_symptoms-15,30183-states_specify-14,0
30150-flu_tst_symptoms-15,30183-states_specify-11,0
30150-flu_tst_symptoms-15,30183-states_specify-10,0
30150-flu_tst_symptoms-15,30166-Prev_exposure-999,0
30150-flu_tst_symptoms-15,30166-Prev_exposure-3,0
30150-flu_tst_symptoms-15,30166-Prev_exposure-2,0
30150-flu_tst_symptoms-15,30160-Symptom_Inflamm-999,0
30150-flu_tst_symptoms-15,30160-Symptom_Inflamm-4,0
32138-vaccine_factors-13,30103-conditionsrisks-16,0
32138-vaccine_factors-13,30103-conditionsrisks-15,0
32138-vaccine_factors-13,30103-conditionsrisks-10,0
32138-vaccine_factors-12,bin_36096-Post_covidvaccine,0
32138-vaccine_factors-12,bin_32136-vaccine_didyou,0
32138-vaccine_factors-12,bin_30171-COVID_vaccine,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-1,0
32138-vaccine_factors-13,30138-COVID_Why-999,0
32138-vaccine_factors-13,30138-COVID_Why-4,0
32138-vaccine_factors-13,30138-COVID_Why-3,0
32138-vaccine_factors-13,30138-COVID_Why-1,0
32138-vaccine_factors-13,30103-conditionsrisks-8,0
32138-vaccine_factors-13,30103-conditionsrisks-7,0
32138-vaccine_factors-13,30103-conditionsrisks-6,0
32138-vaccine_factors-13,30103-conditionsrisks-5,0
32138-vaccine_factors-13,30103-conditionsrisks-23,0
32138-vaccine_factors-13,30103-conditionsrisks-22,0
32138-vaccine_factors-13,30103-conditionsrisks-2,0
30150-flu_tst_symptoms-15,30183-states_specify-25,0
30150-flu_tst_symptoms-15,30183-states_specify-24,0
30150-flu_tst_symptoms-15,30183-states_specify-23,0
30150-flu_tst_symptoms-15,30183-states_specify-21,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-29,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-28,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-26,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-25,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-23,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-21,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-19,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-18,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-17,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-16,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-15,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-14,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-13,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-12,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-11,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-10,0
32138-vaccine_factors-13,30150-flu_tst_symptoms-12,0
32138-vaccine_factors-13,30150-flu_tst_symptoms-10,0
32138-vaccine_factors-13,30150-flu_tst_symptoms-1,0
32138-vaccine_factors-13,30147-flu_why-999,0
32138-vaccine_factors-13,30147-flu_why-3,0
32138-vaccine_factors-13,30147-flu_why-1,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-998,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-9,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-8,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-7,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-6,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-5,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-4,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-31,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-30,0
32138-vaccine_factors-13,30141-covid_tst_symptoms-3,0
30150-flu_tst_symptoms-15,30158-Symtpom_Neuro-1,0
30150-flu_tst_symptoms-15,30156-Symptom_GI-999,0
30150-flu_tst_symptoms-15,30156-Symptom_GI-5,0
30150-flu_tst_symptoms-15,30156-Symptom_GI-4,0
32138-vaccine_factors-13,30150-flu_tst_symptoms-9,0
32138-vaccine_factors-13,30150-flu_tst_symptoms-8,0
32138-vaccine_factors-13,30150-flu_tst_symptoms-7,0
32138-vaccine_factors-13,30150-flu_tst_symptoms-6,0
32138-vaccine_factors-13,30150-flu_tst_symptoms-5,0
32138-vaccine_factors-13,30150-flu_tst_symptoms-30,0
32138-vaccine_factors-13,30150-flu_tst_symptoms-3,0
32138-vaccine_factors-13,30150-flu_tst_symptoms-23,0
32138-vaccine_factors-13,30150-flu_tst_symptoms-21,0
32138-vaccine_factors-13,30150-flu_tst_symptoms-16,0
32138-vaccine_factors-13,30150-flu_tst_symptoms-15,0
32138-vaccine_factors-13,30150-flu_tst_symptoms-13,0
32138-vaccine_factors-13,30156-Symptom_GI-999,0
32138-vaccine_factors-13,30154-Symptoms_Resp-999,0
32138-vaccine_factors-13,30154-Symptoms_Resp-6,0
32138-vaccine_factors-13,30154-Symptoms_Resp-4,0
32138-vaccine_factors-13,30154-Symptoms_Resp-3,0
32138-vaccine_factors-13,30153-Symptoms-999,0
32138-vaccine_factors-13,30153-Symptoms-4,0
30150-flu_tst_symptoms-15,30160-Symptom_Inflamm-3,0
30150-flu_tst_symptoms-15,30160-Symptom_Inflamm-2,0
30150-flu_tst_symptoms-15,30160-Symptom_Inflamm-1,0
30150-flu_tst_symptoms-15,30158-Symtpom_Neuro-999,0
30150-flu_tst_symptoms-15,30158-Symtpom_Neuro-6,0
30150-flu_tst_symptoms-15,30158-Symtpom_Neuro-5,0
30150-flu_tst_symptoms-15,30158-Symtpom_Neuro-4,0
30150-flu_tst_symptoms-15,30158-Symtpom_Neuro-3,0
30150-flu_tst_symptoms-15,30158-Symtpom_Neuro-2,0
30150-flu_tst_symptoms-15,30156-Symptom_GI-2,0
30150-flu_tst_symptoms-15,30154-Symptoms_Resp-999,0
30150-flu_tst_symptoms-15,30154-Symptoms_Resp-7,0
30150-flu_tst_symptoms-15,30154-Symptoms_Resp-6,0
30150-flu_tst_symptoms-15,30154-Symptoms_Resp-5,0
30150-flu_tst_symptoms-15,30154-Symptoms_Resp-4,0
30150-flu_tst_symptoms-15,30154-Symptoms_Resp-21,0
30150-flu_tst_symptoms-15,30154-Symptoms_Resp-1,0
30150-flu_tst_symptoms-15,30153-Symptoms-999,0
30150-flu_tst_symptoms-15,30153-Symptoms-6,0
30150-flu_tst_symptoms-15,30153-Symptoms-4,0
32138-vaccine_factors-13,30158-Symtpom_Neuro-999,0
32138-vaccine_factors-13,30158-Symtpom_Neuro-9,0
32138-vaccine_factors-13,30158-Symtpom_Neuro-6,0
32138-vaccine_factors-13,30158-Symtpom_Neuro-5,0
32138-vaccine_factors-13,30158-Symtpom_Neuro-4,0
32138-vaccine_factors-13,30183-states_specify-25,0
32138-vaccine_factors-13,30183-states_specify-24,0
32138-vaccine_factors-13,30183-states_specify-23,0
32138-vaccine_factors-13,30183-states_specify-21,0
32138-vaccine_factors-13,30183-states_specify-20,0
32138-vaccine_factors-13,30183-states_specify-19,0
32138-vaccine_factors-13,30183-states_specify-14,0
32138-vaccine_factors-13,30183-states_specify-11,0
32138-vaccine_factors-13,30166-Prev_exposure-999,0
32138-vaccine_factors-13,30166-Prev_exposure-3,0
32138-vaccine_factors-13,30160-Symptom_Inflamm-999,0
32138-vaccine_factors-13,30160-Symptom_Inflamm-5,0
32138-vaccine_factors-13,30160-Symptom_Inflamm-4,0
32138-vaccine_factors-13,30160-Symptom_Inflamm-3,0
32138-vaccine_factors-13,30160-Symptom_Inflamm-2,0
30150-flu_tst_symptoms-15,30156-Symptom_GI-3,0
30150-flu_tst_symptoms-15,30150-flu_tst_symptoms-3,0
30150-flu_tst_symptoms-15,30150-flu_tst_symptoms-23,0
30150-flu_tst_symptoms-15,30150-flu_tst_symptoms-13,0
30150-flu_tst_symptoms-15,30150-flu_tst_symptoms-12,0
30150-flu_tst_symptoms-15,30150-flu_tst_symptoms-10,0
32138-vaccine_factors-13,30183-states_specify-6,0
32138-vaccine_factors-13,30183-states_specify-52,0
32138-vaccine_factors-13,30183-states_specify-50,0
32138-vaccine_factors-13,30183-states_specify-45,0
32138-vaccine_factors-13,30183-states_specify-41,0
32138-vaccine_factors-13,30183-states_specify-40,0
32138-vaccine_factors-13,30183-states_specify-39,0
32138-vaccine_factors-13,30183-states_specify-38,0
32138-vaccine_factors-13,30183-states_specify-34,0
32138-vaccine_factors-13,30183-states_specify-33,0
32138-vaccine_factors-13,30183-states_specify-3,0
32138-vaccine_factors-13,31350-healthdevice_type-4,0
32138-vaccine_factors-13,31350-healthdevice_type-3,0
32138-vaccine_factors-13,31350-healthdevice_type-2,0
32138-vaccine_factors-13,31346-past12mo_tech-999,0
32138-vaccine_factors-13,31346-past12mo_tech-998,0
32138-vaccine_factors-13,31344-devices_own-999,0
32138-vaccine_factors-13,30183-states_specify-999,0
32138-vaccine_factors-13,30183-states_specify-9,0
30150-flu_tst_symptoms-15,30153-Symptoms-3,0
30150-flu_tst_symptoms-15,30153-Symptoms-2,0
30150-flu_tst_symptoms-15,30153-Symptoms-1,0
30150-flu_tst_symptoms-15,30150-flu_tst_symptoms-9,0
30150-flu_tst_symptoms-15,30150-flu_tst_symptoms-8,0
30150-flu_tst_symptoms-15,30150-flu_tst_symptoms-7,0
30150-flu_tst_symptoms-15,30150-flu_tst_symptoms-5,0
30150-flu_tst_symptoms-15,30150-flu_tst_symptoms-30,0
30150-flu_tst_symptoms-15,30141-covid_tst_symptoms-998,0
30150-flu_tst_symptoms-15,30141-covid_tst_symptoms-9,0
30150-flu_tst_symptoms-15,30141-covid_tst_symptoms-8,0
30150-flu_tst_symptoms-15,30141-covid_tst_symptoms-7,0
30150-flu_tst_symptoms-15,30141-covid_tst_symptoms-5,0
30150-flu_tst_symptoms-15,30141-covid_tst_symptoms-4,0
30150-flu_tst_symptoms-15,30141-covid_tst_symptoms-31,0
30150-flu_tst_symptoms-15,30141-covid_tst_symptoms-30,0
30150-flu_tst_symptoms-15,30141-covid_tst_symptoms-3,0
30150-flu_tst_symptoms-15,30141-covid_tst_symptoms-29,0
30150-flu_tst_symptoms-15,30141-covid_tst_symptoms-28,0
32138-vaccine_factors-13,31386-covid_results-3,0
32138-vaccine_factors-13,31356-past12_recommended-999,0
32138-vaccine_factors-13,31350-healthdevice_type-999,0
32138-vaccine_factors-13,31350-healthdevice_type-6,0
32138-vaccine_factors-13,31350-healthdevice_type-5,0
30150-flu_tst_symptoms-15,30141-covid_tst_symptoms-19,0
30150-flu_tst_symptoms-15,30141-covid_tst_symptoms-18,0
30150-flu_tst_symptoms-15,30141-covid_tst_symptoms-17,0
30150-flu_tst_symptoms-15,30141-covid_tst_symptoms-14,0
30150-flu_tst_symptoms-15,30141-covid_tst_symptoms-13,0
30150-flu_tst_symptoms-15,30141-covid_tst_symptoms-12,0
30150-flu_tst_symptoms-15,30141-covid_tst_symptoms-11,0
30150-flu_tst_symptoms-15,30138-COVID_Why-999,0
32138-vaccine_factors-13,31393-join_why-999,0
32138-vaccine_factors-13,31393-join_why-9,0
32138-vaccine_factors-13,31393-join_why-8,0
32138-vaccine_factors-13,31393-join_why-7,0
32138-vaccine_factors-13,31386-covid_results-999,0
32138-vaccine_factors-13,31386-covid_results-4,0
30150-flu_tst_symptoms-15,30147-flu_why-999,0
30150-flu_tst_symptoms-15,30147-flu_why-3,0
32138-vaccine_factors-13,32138-vaccine_factors-999,0
32138-vaccine_factors-13,32138-vaccine_factors-7,0
32138-vaccine_factors-13,32138-vaccine_factors-6,0
32138-vaccine_factors-13,32138-vaccine_factors-5,0
32138-vaccine_factors-13,32138-vaccine_factors-18,0
32138-vaccine_factors-13,32138-vaccine_factors-17,0
32138-vaccine_factors-13,32138-vaccine_factors-12,0
32138-vaccine_factors-13,31405-skipped_why-5,0
32138-vaccine_factors-13,31405-skipped_why-3,0
32138-vaccine_factors-13,31405-skipped_why-2,0
32138-vaccine_factors-13,31405-skipped_why-1,0
32138-vaccine_factors-13,31396-join_hear-999,0
32138-vaccine_factors-13,31396-join_hear-5,0
32138-vaccine_factors-13,31396-join_hear-4,0
30150-flu_tst_symptoms-15,30141-covid_tst_symptoms-26,0
30150-flu_tst_symptoms-15,30141-covid_tst_symptoms-23,0
30150-flu_tst_symptoms-15,30138-COVID_Why-4,0
30150-flu_tst_symptoms-15,30138-COVID_Why-2,0
30150-flu_tst_symptoms-15,30103-conditionsrisks-999,0
30150-flu_tst_symptoms-15,30103-conditionsrisks-9,0
30150-flu_tst_symptoms-15,30103-conditionsrisks-8,0
30150-flu_tst_symptoms-15,30103-conditionsrisks-7,0
30150-flu_tst_symptoms-15,30103-conditionsrisks-6,0
30150-flu_tst_symptoms-15,30103-conditionsrisks-5,0
30150-flu_tst_symptoms-15,30103-conditionsrisks-4,0
30150-flu_tst_symptoms-15,30103-conditionsrisks-3,0
30150-flu_tst_symptoms-15,30103-conditionsrisks-23,0
30150-flu_tst_symptoms-15,30103-conditionsrisks-22,0
32138-vaccine_factors-13,32591-Symptoms_Ill_4,0
32138-vaccine_factors-13,32590-Symptoms_Ill_3,0
32138-vaccine_factors-13,32589-Symptoms_Ill_2,0
32138-vaccine_factors-13,32588-Symptoms_Ill_1,0
32138-vaccine_factors-13,32611-Symptoms_Ill_24,0
32138-vaccine_factors-13,32610-Symptoms_Ill_23,0
32138-vaccine_factors-13,32609-Symptoms_Ill_22,0
32138-vaccine_factors-13,32607-Symptoms_Ill_20,0
32138-vaccine_factors-13,32606-Symptoms_Ill_19,0
32138-vaccine_factors-13,32605-Symptoms_Ill_18,0
32138-vaccine_factors-13,32604-Symptoms_Ill_17,0
32138-vaccine_factors-13,32603-Symptoms_Ill_16,0
32138-vaccine_factors-13,32602-Symptoms_Ill_15,0
32138-vaccine_factors-13,32601-Symptoms_Ill_14,0
32138-vaccine_factors-13,32600-Symptoms_Ill_13,0
32138-vaccine_factors-13,32596-Symptoms_Ill_9,0
32138-vaccine_factors-13,32595-Symptoms_Ill_8,0
32138-vaccine_factors-13,32593-Symptoms_Ill_6,0
32138-vaccine_factors-13,32592-Symptoms_Ill_5,0
30150-flu_tst_symptoms-15,30138-COVID_Why-5,0
32138-vaccine_factors-13,36104-Post_vaccinefactors-5,0
32138-vaccine_factors-13,36104-Post_vaccinefactors-2,0
32138-vaccine_factors-13,36104-Post_vaccinefactors-19,0
32138-vaccine_factors-13,36104-Post_vaccinefactors-18,0
32138-vaccine_factors-13,36104-Post_vaccinefactors-17,0
32138-vaccine_factors-13,36104-Post_vaccinefactors-16,0
32138-vaccine_factors-13,36104-Post_vaccinefactors-15,0
32138-vaccine_factors-13,36104-Post_vaccinefactors-14,0
32138-vaccine_factors-13,36104-Post_vaccinefactors-13,0
32138-vaccine_factors-13,36104-Post_vaccinefactors-12,0
32138-vaccine_factors-13,36104-Post_vaccinefactors-1,0
32138-vaccine_factors-13,32618-Symptoms_Ill_999,0
32138-vaccine_factors-13,32616-Symptoms_Ill_29,0
32138-vaccine_factors-13,32615-Symptoms_Ill_28,0
32138-vaccine_factors-13,32614-Symptoms_Ill_27,0
32138-vaccine_factors-13,32613-Symptoms_Ill_26,0
30150-flu_tst_symptoms-15,30103-conditionsrisks-16,0
30150-flu_tst_symptoms-15,30103-conditionsrisks-15,0
30150-flu_tst_symptoms-15,30103-conditionsrisks-14,0
30150-flu_tst_symptoms-15,30103-conditionsrisks-13,0
30150-flu_tst_symptoms-15,30103-conditionsrisks-10,0
30150-flu_tst_symptoms-13,target_pcr_positive,0
30150-flu_tst_symptoms-13,target_athome_positive,0
30150-flu_tst_symptoms-13,bin_30123-ColorBlind,0
30150-flu_tst_symptoms-13,bin_30122-Errands,0
30150-flu_tst_symptoms-13,bin_30121-Dressing,0
30150-flu_tst_symptoms-13,bin_30119-Concentrating,0
32138-vaccine_factors-13,bin_30106-currently_pregnant,0
32138-vaccine_factors-13,36104-Post_vaccinefactors-9,0
32138-vaccine_factors-13,36104-Post_vaccinefactors-8,0
32138-vaccine_factors-13,36104-Post_vaccinefactors-7,0
32138-vaccine_factors-13,36104-Post_vaccinefactors-6,0
32138-vaccine_factors-14,30103-conditionsrisks-16,0
32138-vaccine_factors-14,30103-conditionsrisks-15,0
32138-vaccine_factors-14,30103-conditionsrisks-10,0
32138-vaccine_factors-13,target_athome_positive,0
32138-vaccine_factors-13,bin_32136-vaccine_didyou,0
32138-vaccine_factors-13,bin_30171-COVID_vaccine,0
32138-vaccine_factors-13,bin_30123-ColorBlind,0
32138-vaccine_factors-13,bin_30122-Errands,0
32138-vaccine_factors-13,bin_30121-Dressing,0
32138-vaccine_factors-13,bin_30120-Walking,0
32138-vaccine_factors-13,bin_30119-Concentrating,0
32138-vaccine_factors-13,bin_30118-Blind,0
32138-vaccine_factors-13,bin_30117-Deaf,0
30150-flu_tst_symptoms-15,30103-conditionsrisks-2,0
30150-flu_tst_symptoms-15,30103-conditionsrisks-19,0
30150-flu_tst_symptoms-15,30103-conditionsrisks-17,0
32138-vaccine_factors-14,30141-covid_tst_symptoms-16,0
32138-vaccine_factors-14,30141-covid_tst_symptoms-15,0
32138-vaccine_factors-14,30141-covid_tst_symptoms-14,0
32138-vaccine_factors-14,30141-covid_tst_symptoms-13,0
32138-vaccine_factors-14,30141-covid_tst_symptoms-11,0
32138-vaccine_factors-14,30138-COVID_Why-999,0
32138-vaccine_factors-14,30138-COVID_Why-4,0
32138-vaccine_factors-14,30138-COVID_Why-2,0
32138-vaccine_factors-14,30103-conditionsrisks-999,0
32138-vaccine_factors-14,30103-conditionsrisks-8,0
32138-vaccine_factors-14,30103-conditionsrisks-7,0
32138-vaccine_factors-14,30103-conditionsrisks-6,0
32138-vaccine_factors-14,30103-conditionsrisks-5,0
32138-vaccine_factors-14,30103-conditionsrisks-22,0
32138-vaccine_factors-14,30103-conditionsrisks-20,0
32138-vaccine_factors-14,30103-conditionsrisks-17,0
30150-flu_tst_symptoms-13,bin_30118-Blind,0
30150-flu_tst_symptoms-13,bin_30117-Deaf,0
30150-flu_tst_symptoms-13,bin_30107-alcohol_consume,0
30150-flu_tst_symptoms-13,bin_30106-currently_pregnant,0
30150-flu_tst_symptoms-13,32618-Symptoms_Ill_999,0
30150-flu_tst_symptoms-13,32617-Symptoms_Ill_30,0
30150-flu_tst_symptoms-13,32616-Symptoms_Ill_29,0
30150-flu_tst_symptoms-13,32615-Symptoms_Ill_28,0
30150-flu_tst_symptoms-13,32614-Symptoms_Ill_27,0
30150-flu_tst_symptoms-13,32613-Symptoms_Ill_26,0
30150-flu_tst_symptoms-13,32612-Symptoms_Ill_25,0
30150-flu_tst_symptoms-13,32611-Symptoms_Ill_24,0
30150-flu_tst_symptoms-13,32610-Symptoms_Ill_23,0
30150-flu_tst_symptoms-13,32609-Symptoms_Ill_22,0
30150-flu_tst_symptoms-13,32608-Symptoms_Ill_21,0
30150-flu_tst_symptoms-13,32607-Symptoms_Ill_20,0
32138-vaccine_factors-14,30147-flu_why-999,0
32138-vaccine_factors-14,30147-flu_why-3,0
32138-vaccine_factors-14,30147-flu_why-1,0
32138-vaccine_factors-14,30141-covid_tst_symptoms-998,0
32138-vaccine_factors-14,30141-covid_tst_symptoms-9,0
32138-vaccine_factors-14,30141-covid_tst_symptoms-8,0
32138-vaccine_factors-14,30141-covid_tst_symptoms-7,0
32138-vaccine_factors-14,30141-covid_tst_symptoms-31,0
32138-vaccine_factors-14,30141-covid_tst_symptoms-30,0
32138-vaccine_factors-14,30141-covid_tst_symptoms-3,0
32138-vaccine_factors-14,30141-covid_tst_symptoms-29,0
32138-vaccine_factors-14,30141-covid_tst_symptoms-28,0
32138-vaccine_factors-14,30141-covid_tst_symptoms-26,0
32138-vaccine_factors-14,30141-covid_tst_symptoms-23,0
32138-vaccine_factors-14,30141-covid_tst_symptoms-19,0
32138-vaccine_factors-14,30141-covid_tst_symptoms-18,0
32138-vaccine_factors-14,30153-Symptoms-999,0
32138-vaccine_factors-14,30150-flu_tst_symptoms-9,0
32138-vaccine_factors-14,30150-flu_tst_symptoms-8,0
32138-vaccine_factors-14,30150-flu_tst_symptoms-7,0
32138-vaccine_factors-14,30150-flu_tst_symptoms-6,0
32138-vaccine_factors-14,30150-flu_tst_symptoms-5,0
32138-vaccine_factors-14,30150-flu_tst_symptoms-30,0
32138-vaccine_factors-14,30150-flu_tst_symptoms-3,0
